baseline,pairs,mean_delta_pp,ci95_low_pp,ci95_high_pp,p_value,holm_p_value_3
DA-BALS-NoMargin,30,0.11111111111110977,-0.07760786338000494,0.29983008560222446,0.23826453623915445,0.23826453623915445
DA-BALS-FixedMargin,30,0.6944444444444439,0.4508854438891543,0.9380034449997334,2.531740259486618e-06,5.063480518973236e-06
DA-BALS-Adaptive,30,2.944444444444442,2.0865511510821557,3.8023377378067282,1.0158856569468417e-07,3.047656970840525e-07
