seed,load,tau_ms,cv,policy,requests,on_time_fraction_pct,late_fraction_pct,shed_fraction_pct,normalized_network_waste
200,0.2,50.0,0.0,DA-BALS-Adaptive,105,92.38095238095238,0.9523809523809524,6.666666666666667,0.0
200,0.2,50.0,0.0,DA-BALS-Stabilized,105,94.28571428571428,1.9047619047619049,3.8095238095238098,0.0
200,0.2,50.0,0.5,DA-BALS-NoMargin,105,96.19047619047619,0.0,3.8095238095238098,0.0
200,0.2,50.0,0.5,DA-BALS-FixedMargin,105,89.52380952380953,0.0,10.476190476190476,0.0
200,0.2,50.0,0.5,DA-BALS-Adaptive,105,94.28571428571428,0.0,5.714285714285714,0.0
200,0.2,50.0,0.5,DA-BALS-Stabilized,105,96.19047619047619,0.0,3.8095238095238098,0.0
200,0.2,50.0,1.0,DA-BALS-NoMargin,105,93.33333333333333,2.857142857142857,3.8095238095238098,0.0
200,0.2,50.0,1.0,DA-BALS-FixedMargin,105,88.57142857142857,0.9523809523809524,10.476190476190476,0.0
200,0.2,50.0,1.0,DA-BALS-Adaptive,105,88.57142857142857,1.9047619047619049,9.523809523809524,0.0
200,0.2,50.0,1.0,DA-BALS-Stabilized,105,93.33333333333333,2.857142857142857,3.8095238095238098,0.0
200,0.4,0.0,0.0,DA-BALS-NoMargin,201,94.5273631840796,0.4975124378109453,4.975124378109453,0.0
200,0.4,0.0,0.0,DA-BALS-FixedMargin,201,90.54726368159204,0.0,9.45273631840796,0.0
200,0.4,0.0,0.0,DA-BALS-Adaptive,201,93.53233830845771,0.4975124378109453,5.970149253731343,0.0
200,0.4,0.0,0.0,DA-BALS-Stabilized,201,94.5273631840796,0.4975124378109453,4.975124378109453,0.0
200,0.4,0.0,0.5,DA-BALS-NoMargin,201,93.53233830845771,1.4925373134328357,4.975124378109453,0.0
200,0.4,0.0,0.5,DA-BALS-FixedMargin,201,89.55223880597015,0.9950248756218906,9.45273631840796,0.0
200,0.4,0.0,0.5,DA-BALS-Adaptive,201,91.04477611940298,0.9950248756218906,7.960199004975125,0.0
200,0.4,0.0,0.5,DA-BALS-Stabilized,201,93.53233830845771,1.4925373134328357,4.975124378109453,0.0
200,0.4,0.0,1.0,DA-BALS-NoMargin,201,92.03980099502488,2.4875621890547266,5.472636815920398,0.0
200,0.4,0.0,1.0,DA-BALS-FixedMargin,201,88.55721393034825,1.4925373134328357,9.950248756218906,0.0
200,0.4,0.0,1.0,DA-BALS-Adaptive,201,88.05970149253731,1.4925373134328357,10.44776119402985,0.0
200,0.4,0.0,1.0,DA-BALS-Stabilized,201,91.54228855721394,2.4875621890547266,5.970149253731343,0.0
200,0.4,10.0,0.0,DA-BALS-NoMargin,201,94.5273631840796,0.4975124378109453,4.975124378109453,0.0
200,0.4,10.0,0.0,DA-BALS-FixedMargin,201,90.54726368159204,0.0,9.45273631840796,0.0
200,0.4,10.0,0.0,DA-BALS-Adaptive,201,93.53233830845771,0.4975124378109453,5.970149253731343,0.0
200,0.4,10.0,0.0,DA-BALS-Stabilized,201,94.5273631840796,0.4975124378109453,4.975124378109453,0.0
200,0.4,10.0,0.5,DA-BALS-NoMargin,201,93.53233830845771,1.4925373134328357,4.975124378109453,0.0
